id,user_id,applicant_id,doc_type,interaction_type,element,timestamp
129,2,7,LOR2,click,PDFTab,1694063050395
130,2,7,Transcripts,click,PDFTab,1694063051719
131,2,7,Transcripts,click,rating,1694063063502
132,2,2,PS,enter,individual_view,1694063069845
133,2,2,PS,click,rating,1694063085152
134,2,2,Resume,click,PDFTab,1694063086777
135,2,2,Transcripts,click,PDFTab,1694063093995
136,2,2,Transcripts,click,rating,1694063101877
137,2,2,Transcripts,click,rating,1694063103340
138,2,2,Transcripts,click,rating,1694063107704
139,2,6,PS,enter,individual_view,1694063109957
140,2,6,Resume,click,PDFTab,1694063115427
141,2,6,Resume,click,rating,1694063126247
142,2,6,Transcripts,click,PDFTab,1694063127267
143,2,6,Transcripts,click,rating,1694063132030
144,2,3,PS,enter,individual_view,1694063134005
145,2,3,Resume,click,PDFTab,1694063136990
146,2,3,Transcripts,click,PDFTab,1694063146677
147,2,3,Transcripts,click,rating,1694063154481
148,2,3,,click,navbar,1694063157976
149,2,12,PS,enter,individual_view,1694063193762
150,2,5,PS,enter,individual_view,1694063200414
151,2,4,PS,enter,individual_view,1694063204299
152,2,8,PS,enter,individual_view,1694063206884
153,2,9,PS,enter,individual_view,1694063208716
154,2,8,PS,enter,individual_view,1694063214344
155,2,9,PS,enter,individual_view,1694063216534
156,2,9,Resume,click,PDFTab,1694063219932
157,2,9,,leave,individual_view,1694063226426
158,2,9,,leave,individual_view,1694063228354
159,2,9,PS,click,PDFTab,1694063231121
160,2,8,PS,enter,individual_view,1694063239710
161,2,9,PS,enter,individual_view,1694063242327
162,2,9,Resume,click,PDFTab,1694063245888
163,2,9,Resume,click,rating,1694063254707
164,2,9,Resume,click,PDF,1694063256527
165,2,9,Transcripts,click,PDFTab,1694063259328
166,2,9,PS,click,PDFTab,1694063262599
167,2,9,PS,click,PDF,1694063280294
168,2,9,PS,click,PDF,1694063282800
169,2,9,PS,click,PDF,1694063289494
170,2,9,LOR1,click,PDFTab,1694063291919
171,2,8,PS,enter,individual_view,1694063301965
172,2,8,Resume,click,PDFTab,1694063309172
173,2,4,PS,enter,individual_view,1694063322522
174,2,5,PS,enter,individual_view,1694063328931
175,2,12,PS,enter,individual_view,1694063333864
176,2,12,Resume,click,PDFTab,1694063338676
177,2,12,Resume,click,rating,1694063343746
178,2,12,Resume,click,rating,1694063345982
179,2,12,Resume,click,PDF,1694063347303
180,2,12,,click,navbar,1694063354334
182,3,5,PS,enter,individual_view,1694063727423
183,3,6,PS,enter,individual_view,1694063753536
184,3,5,PS,enter,individual_view,1694063759299
185,3,5,PS,hidden,window,1694063776424
186,3,5,PS,visible,window,1694063780133
187,3,5,PS,hidden,window,1694064021539
212,5,5,PS,enter,individual_view,1694064407067
222,5,5,PS,click,PDF,1694064508601
226,5,5,,leave,individual_view,1694064553272
234,5,5,PS,enter,individual_view,1694064583155
235,5,5,PS,click,PDF,1694064586070
248,5,5,PS,click,comment,1694064642161
256,5,5,Resume,click,PDFTab,1694064674153
258,5,5,Resume,click,PDF,1694064677345
261,5,5,Resume,click,comment,1694064684686
262,5,5,Resume,click,PDF,1694064693857
267,5,5,LOR1,click,PDFTab,1694064705442
268,5,5,LOR1,click,PDF,1694064708657
269,6,5,PS,enter,individual_view,1694064709235
272,6,5,PS,click,PDFTab,1694064713978
283,5,5,LOR2,click,PDFTab,1694064742389
284,5,5,LOR2,click,PDF,1694064745318
285,6,5,PS,click,comment,1694064749675
286,6,5,PS,click,comment,1694064749925
287,6,5,PS,click,comment,1694064750695
289,5,5,Transcripts,click,PDFTab,1694064753193
291,5,5,Transcripts,click,PDF,1694064756317
295,6,5,PS,click,comment,1694064771642
297,5,5,Transcripts,change_PDF_page,PDF,1694064779048
298,5,5,Transcripts,click,rating,1694064783067
299,6,5,Resume,click,PDFTab,1694064784027
300,5,5,Transcripts,click,comment,1694064784752
301,5,4,PS,enter,individual_view,1694064789889
302,6,5,LOR1,click,PDFTab,1694064792961
303,5,4,PS,click,PDF,1694064794876
304,6,5,LOR2,click,PDFTab,1694064803210
308,7,4,PS,enter,individual_view,1694064809235
311,6,5,Transcripts,click,PDFTab,1694064813424
315,5,4,PS,click,comment,1694064824309
317,6,5,Transcripts,click,comment,1694064828026
322,5,4,PS,click,PDF,1694064846499
323,5,4,Resume,click,PDFTab,1694064862117
324,6,5,Transcripts,click,rating,1694064865145
325,5,4,Resume,click,PDF,1694064865320
326,6,5,Transcripts,click,rating,1694064868510
327,5,4,LOR1,click,PDFTab,1694064870775
328,5,4,LOR1,click,PDF,1694064873604
329,6,5,Transcripts,click,comment,1694064873922
330,6,5,,leave,individual_view,1694064886392
332,5,4,LOR1,click,comment,1694064892383
333,6,5,,leave,individual_view,1694064893391
336,5,4,LOR1,click,comment,1694064897323
337,7,4,Resume,click,PDFTab,1694064901937
339,5,4,LOR1,click,PDF,1694064908112
341,5,4,LOR2,click,PDFTab,1694064911043
342,5,4,LOR2,click,PDF,1694064913249
343,6,5,PS,enter,individual_view,1694064914508
344,6,5,,click,navbar,1694064917258
346,6,5,,click,navbar,1694064918054
349,6,2,PS,enter,individual_view,1694064924952
350,5,4,Transcripts,click,PDFTab,1694064931120
351,5,4,Transcripts,click,PDF,1694064933877
353,6,2,Resume,click,PDFTab,1694064941724
354,5,4,Transcripts,click,rating,1694064943752
355,5,4,Transcripts,click,comment,1694064944966
356,6,5,PS,enter,individual_view,1694064947633
357,5,11,PS,enter,individual_view,1694064947559
358,6,5,PS,click,comment,1694064949555
359,6,5,PS,click,comment,1694064951687
360,5,11,PS,click,PDF,1694064951818
362,6,2,PS,enter,individual_view,1694064959632
363,6,2,PS,click,comment,1694064971007
364,5,11,PS,click,comment,1694064978005
365,7,4,Resume,click,comment,1694064987044
366,6,2,Resume,click,PDFTab,1694064994792
367,7,4,LOR1,click,PDFTab,1694064995346
368,6,2,Resume,click,comment,1694065008473
369,5,11,PS,click,PDF,1694065014989
373,5,11,PS,click,comment,1694065023201
374,7,4,LOR1,click,PDF,1694065046280
375,7,4,LOR1,click,PDF,1694065051200
377,7,4,LOR1,click,comment,1694065054089
378,5,11,Resume,click,PDFTab,1694065054305
380,5,11,Resume,click,PDF,1694065057554
381,6,2,LOR1,click,PDFTab,1694065062122
383,6,2,LOR2,click,PDFTab,1694065070341
384,5,11,LOR1,click,PDFTab,1694065070076
386,5,11,LOR1,click,PDF,1694065076782
387,6,2,Transcripts,click,PDFTab,1694065080086
389,7,4,LOR2,click,PDFTab,1694065082698
392,6,2,Transcripts,click,comment,1694065087306
398,5,11,LOR2,click,PDFTab,1694065097665
399,5,11,LOR2,click,PDF,1694065100368
400,6,2,Transcripts,click,rating,1694065103474
401,6,2,Transcripts,click,rating,1694065106621
402,5,11,Transcripts,click,PDFTab,1694065107614
403,6,2,Transcripts,hidden,window,1694065109361
404,5,11,Transcripts,click,PDF,1694065110159
405,7,4,LOR2,click,PDF,1694065111681
406,7,4,LOR2,click,comment,1694065113991
407,5,11,Transcripts,click,rating,1694065117233
408,5,11,Transcripts,click,rating,1694065118113
409,5,11,Transcripts,click,rating,1694065119263
410,5,11,Transcripts,click,rating,1694065119875
411,5,11,Transcripts,click,rating,1694065121149
412,5,11,Transcripts,click,comment,1694065123350
413,5,4,PS,enter,individual_view,1694065128663
414,5,11,PS,enter,individual_view,1694065131731
416,7,4,Transcripts,click,PDFTab,1694065134899
417,5,1,PS,enter,individual_view,1694065136566
419,5,1,PS,click,PDF,1694065143192
422,7,4,Transcripts,click,comment,1694065156974
424,7,4,Transcripts,click,rating,1694065178533
425,7,4,Transcripts,click,rating,1694065182778
426,7,4,Transcripts,click,rating,1694065184632
427,7,4,Transcripts,click,rating,1694065190219
428,7,4,Transcripts,click,comment,1694065196491
429,7,2,PS,enter,individual_view,1694065203028
431,5,1,PS,click,comment,1694065220895
432,5,1,PS,click,comment,1694065221744
433,5,1,PS,click,PDF,1694065229128
434,6,2,Transcripts,visible,window,1694065236850
435,6,2,Transcripts,change_PDF_page,PDF,1694065244086
436,6,2,Transcripts,click,PDF,1694065244094
437,6,2,Resume,click,PDFTab,1694065247219
438,6,2,PS,click,PDFTab,1694065248817
439,5,1,PS,click,comment,1694065249890
440,6,2,LOR1,click,PDFTab,1694065250450
441,6,2,LOR2,click,PDFTab,1694065251318
442,6,2,Transcripts,click,PDFTab,1694065252817
444,6,2,Transcripts,click,comment,1694065255773
449,6,8,PS,enter,individual_view,1694065263637
452,5,1,PS,click,comment,1694065271929
454,9,7,PS,enter,individual_view,1694065273767
456,5,1,PS,click,comment,1694065276558
458,5,1,PS,click,PDF,1694065280054
459,5,1,Resume,click,PDFTab,1694065283622
460,6,8,Resume,click,PDFTab,1694065284368
461,7,2,PS,click,PDF,1694065286365
462,5,1,Resume,click,PDF,1694065287222
463,7,2,PS,click,comment,1694065288933
464,5,1,LOR1,click,PDFTab,1694065291921
465,5,1,LOR1,click,PDF,1694065295202
466,7,2,Resume,click,PDFTab,1694065299006
467,6,8,PS,click,PDFTab,1694065306050
468,5,1,LOR2,click,PDFTab,1694065308754
469,6,8,PS,click,comment,1694065310519
470,5,1,Transcripts,click,PDFTab,1694065312021
471,5,1,Transcripts,click,rating,1694065317263
472,5,1,Transcripts,click,comment,1694065318785
473,7,2,Resume,click,comment,1694065319530
474,5,2,PS,enter,individual_view,1694065325343
475,5,2,PS,click,PDF,1694065330158
477,6,8,Resume,click,PDFTab,1694065343699
478,7,2,LOR1,click,PDFTab,1694065348884
479,6,8,Resume,click,comment,1694065349266
480,10,2,PS,enter,individual_view,1694065358973
483,7,2,LOR1,click,PDF,1694065373282
485,5,2,PS,click,comment,1694065373974
487,7,2,LOR1,click,comment,1694065376238
489,6,8,LOR1,click,PDFTab,1694065380198
495,6,8,LOR2,click,PDFTab,1694065389331
497,8,2,PS,enter,individual_view,1694065396408
498,5,2,PS,click,PDF,1694065398357
499,6,8,LOR2,click,comment,1694065399466
500,7,2,LOR2,click,PDFTab,1694065403986
501,10,2,PS,hidden,window,1694065406711
502,5,2,PS,click,comment,1694065408124
503,10,2,PS,visible,window,1694065412505
504,6,8,Transcripts,click,PDFTab,1694065414156
505,10,2,Resume,click,PDFTab,1694065415297
506,11,12,PS,enter,individual_view,1694065417506
507,6,8,Transcripts,click,comment,1694065420582
508,7,2,LOR2,click,PDF,1694065427842
509,10,2,LOR1,click,PDFTab,1694065428422
510,7,2,LOR2,click,comment,1694065431394
511,10,2,LOR2,click,PDFTab,1694065445490
512,9,7,PS,click,rating,1694065446031
513,6,8,Transcripts,click,rating,1694065447768
514,6,8,Transcripts,click,rating,1694065450929
515,9,7,PS,click,rating,1694065453814
516,6,8,Transcripts,click,comment,1694065453159
517,5,2,Resume,click,PDFTab,1694065453916
518,7,2,Transcripts,click,PDFTab,1694065455644
519,9,7,Resume,click,PDFTab,1694065456694
520,6,12,PS,enter,individual_view,1694065456648
521,5,2,Resume,click,PDF,1694065457350
522,6,12,PS,click,PDFTab,1694065461163
523,10,2,Transcripts,click,PDFTab,1694065461763
524,5,2,LOR1,click,PDFTab,1694065462788
525,5,2,LOR1,click,PDF,1694065465748
526,11,12,PS,click,PDF,1694065466561
527,11,12,PS,click,PDF,1694065471366
528,7,2,Transcripts,click,comment,1694065474180
529,10,2,Transcripts,click,comment,1694065477168
530,6,12,PS,click,comment,1694065478282
531,11,12,Resume,click,PDFTab,1694065479759
532,7,2,Transcripts,click,rating,1694065492210
533,11,12,Resume,click,PDF,1694065492887
534,7,2,Transcripts,click,comment,1694065493355
535,5,2,LOR2,click,PDFTab,1694065493333
536,11,12,Resume,click,PDF,1694065494187
537,10,2,Transcripts,click,comment,1694065497136
538,7,10,PS,enter,individual_view,1694065497971
539,5,2,LOR2,click,PDF,1694065498534
540,10,2,Transcripts,click,rating,1694065504169
541,11,12,LOR1,click,PDFTab,1694065505011
542,5,2,Transcripts,click,PDFTab,1694065505787
543,10,6,PS,enter,individual_view,1694065507275
544,6,12,Resume,click,PDFTab,1694065507997
545,10,6,PS,hidden,window,1694065510448
546,5,2,Transcripts,click,PDF,1694065512986
547,10,6,PS,visible,window,1694065519817
548,5,2,Transcripts,click,comment,1694065519921
549,6,12,Resume,click,comment,1694065520006
550,9,7,LOR1,click,PDFTab,1694065528905
551,7,10,PS,click,PDF,1694065530078
552,10,6,Resume,click,PDFTab,1694065531652
553,7,10,PS,click,comment,1694065532489
554,11,12,LOR2,click,PDFTab,1694065536087
555,10,6,LOR1,click,PDFTab,1694065538657
556,6,12,Resume,click,comment,1694065543880
557,5,2,Transcripts,click,rating,1694065545601
558,5,2,Transcripts,click,rating,1694065546904
559,7,10,PS,click,PDF,1694065547298
560,11,12,Transcripts,click,PDFTab,1694065548176
561,5,2,Transcripts,click,rating,1694065549004
562,6,12,LOR1,click,PDFTab,1694065550330
563,5,2,Transcripts,click,comment,1694065550881
564,10,6,LOR2,click,PDFTab,1694065552304
565,5,7,PS,enter,individual_view,1694065554015
566,6,12,LOR2,click,PDFTab,1694065556662
567,10,6,Transcripts,click,PDFTab,1694065560760
568,6,12,Transcripts,click,PDFTab,1694065563445
569,5,7,PS,click,PDF,1694065563875
570,6,12,Transcripts,click,comment,1694065567497
571,7,10,Resume,click,PDFTab,1694065569360
572,11,2,PS,enter,individual_view,1694065569073
573,10,6,Transcripts,click,comment,1694065574609
574,10,6,Transcripts,click,comment,1694065575872
575,9,7,LOR2,click,PDFTab,1694065579103
576,7,10,LOR1,click,PDFTab,1694065580968
577,5,7,PS,click,comment,1694065586366
578,10,6,Transcripts,click,comment,1694065588056
579,8,4,PS,enter,individual_view,1694065589970
580,10,6,Transcripts,click,rating,1694065593539
581,10,10,PS,enter,individual_view,1694065597018
582,8,11,PS,enter,individual_view,1694065596394
583,9,7,Transcripts,click,PDFTab,1694065602979
584,8,10,PS,enter,individual_view,1694065604133
585,10,10,,click,navbar,1694065605023
586,10,10,,click,navbar,1694065606051
587,5,7,PS,click,comment,1694065605639
588,8,8,PS,enter,individual_view,1694065606402
589,6,12,Transcripts,click,rating,1694065608433
590,8,7,PS,enter,individual_view,1694065608201
591,7,10,LOR1,click,PDF,1694065610314
592,8,5,PS,enter,individual_view,1694065610159
593,6,12,Transcripts,click,rating,1694065612063
594,7,10,LOR1,click,comment,1694065612908
595,6,12,Transcripts,click,comment,1694065613189
596,5,7,PS,click,comment,1694065613746
597,10,10,Resume,click,PDFTab,1694065615624
598,11,2,Resume,click,PDFTab,1694065615989
599,5,7,PS,click,comment,1694065616326
600,8,6,PS,enter,individual_view,1694065616471
601,7,10,Resume,click,PDFTab,1694065617462
602,6,7,PS,enter,individual_view,1694065617627
603,8,9,PS,enter,individual_view,1694065619108
604,5,7,PS,click,comment,1694065620182
605,11,2,LOR1,click,PDFTab,1694065620793
606,6,7,PS,click,PDFTab,1694065621229
607,10,10,LOR1,click,PDFTab,1694065622119
608,7,10,Resume,click,comment,1694065622514
609,11,2,LOR2,click,PDFTab,1694065622961
610,6,7,PS,hidden,window,1694065623236
611,8,12,PS,enter,individual_view,1694065623322
612,11,2,Transcripts,click,PDFTab,1694065625000
613,5,7,PS,click,PDF,1694065628022
614,10,10,LOR2,click,PDFTab,1694065628692
615,11,5,PS,enter,individual_view,1694065630158
616,7,10,LOR2,click,PDFTab,1694065630575
617,9,7,Transcripts,change_PDF_page,PDF,1694065631684
618,10,10,Transcripts,click,PDFTab,1694065631915
619,8,1,PS,enter,individual_view,1694065631354
620,9,7,Transcripts,change_PDF_page,PDF,1694065638163
621,10,10,Transcripts,click,comment,1694065639289
622,8,3,PS,enter,individual_view,1694065641139
623,11,7,PS,enter,individual_view,1694065646912
624,5,7,PS,click,comment,1694065653846
625,10,10,Transcripts,click,comment,1694065655586
626,10,10,Transcripts,click,rating,1694065659985
627,10,11,PS,enter,individual_view,1694065661893
628,7,10,LOR2,click,PDF,1694065665667
629,11,10,PS,enter,individual_view,1694065666324
630,7,10,LOR2,click,comment,1694065668004
631,10,11,Resume,click,PDFTab,1694065675518
632,11,9,PS,enter,individual_view,1694065676339
633,7,10,Transcripts,click,PDFTab,1694065679890
634,9,7,Transcripts,change_PDF_page,PDF,1694065684824
635,11,8,PS,enter,individual_view,1694065683970
636,10,11,LOR1,click,PDFTab,1694065684783
637,7,10,Transcripts,change_PDF_page,PDF,1694065692357
638,10,11,LOR2,click,PDFTab,1694065692898
639,7,10,Transcripts,click,comment,1694065695091
640,9,7,Transcripts,change_PDF_page,PDF,1694065695976
641,10,11,Transcripts,click,PDFTab,1694065695820
642,9,7,Transcripts,click,comment,1694065699914
643,10,11,Transcripts,click,comment,1694065700943
644,10,11,Transcripts,click,comment,1694065701284
645,11,6,PS,enter,individual_view,1694065701314
646,9,7,PS,click,PDFTab,1694065713746
647,7,10,Transcripts,click,comment,1694065713517
648,9,7,Resume,click,PDFTab,1694065716013
649,7,4,PS,enter,individual_view,1694065716720
650,11,1,PS,enter,individual_view,1694065717204
651,10,11,Transcripts,click,comment,1694065720911
652,7,10,PS,enter,individual_view,1694065724614
653,10,5,PS,enter,individual_view,1694065727443
654,11,1,,click,navbar,1694065730201
655,11,1,PS,click,PDF,1694065732555
656,11,1,Resume,click,PDFTab,1694065734071
657,6,7,PS,visible,window,1694065735620
658,5,7,PS,click,comment,1694065735483
659,11,6,PS,enter,individual_view,1694065737138
660,7,10,PS,click,rating,1694065739300
661,9,7,Resume,click,comment,1694065741650
662,11,1,PS,enter,individual_view,1694065740432
663,7,5,PS,enter,individual_view,1694065741452
664,11,11,PS,enter,individual_view,1694065742153
665,10,5,Resume,click,PDFTab,1694065743743
666,10,5,LOR1,click,PDFTab,1694065746635
667,11,4,PS,enter,individual_view,1694065750624
668,10,5,LOR2,click,PDFTab,1694065751802
669,5,7,Resume,click,PDFTab,1694065751631
670,6,7,Resume,click,PDFTab,1694065753042
671,10,5,Transcripts,click,PDFTab,1694065753925
672,5,7,Resume,click,PDF,1694065754623
673,10,5,Transcripts,click,comment,1694065757036
674,11,3,PS,enter,individual_view,1694065756853
675,5,7,Resume,click,comment,1694065760144
676,6,7,Resume,click,comment,1694065763128
677,7,5,PS,click,PDF,1694065772648
678,7,5,PS,click,comment,1694065775816
679,5,7,Resume,click,PDF,1694065775596
680,5,7,LOR1,click,PDFTab,1694065778845
681,5,7,LOR1,click,PDF,1694065780921
682,11,3,,click,navbar,1694065781669
683,11,3,,click,navbar,1694065782425
684,11,3,,leave,individual_view,1694065785139
685,10,5,Transcripts,click,comment,1694065788796
686,10,5,Transcripts,click,rating,1694065790358
687,9,7,Resume,click,comment,1694065791733
688,9,7,Resume,click,comment,1694065793308
689,9,7,Resume,click,comment,1694065794109
690,10,5,Transcripts,click,rating,1694065793733
691,10,4,PS,enter,individual_view,1694065795391
692,6,7,LOR1,click,PDFTab,1694065799809
693,10,4,Resume,click,PDFTab,1694065803890
694,6,7,LOR2,click,PDFTab,1694065805125
695,5,7,LOR2,click,PDFTab,1694065805388
696,9,7,Resume,click,comment,1694065807913
697,10,4,LOR1,click,PDFTab,1694065808145
698,9,7,Resume,click,comment,1694065809490
699,5,7,LOR2,click,PDF,1694065808381
700,9,7,Resume,click,comment,1694065810856
701,6,7,Transcripts,click,PDFTab,1694065811507
702,10,4,LOR1,click,PDFTab,1694065817810
703,10,4,LOR2,click,PDFTab,1694065819034
704,6,7,Transcripts,click,comment,1694065819124
705,10,4,Transcripts,click,PDFTab,1694065824976
706,7,5,PS,click,PDF,1694065825415
707,7,5,PS,click,comment,1694065828408
708,5,7,Transcripts,click,PDFTab,1694065831536
709,10,4,Transcripts,click,comment,1694065834410
710,5,7,Transcripts,click,PDF,1694065834509
711,11,2,PS,enter,individual_view,1694065836021
713,11,2,,click,navbar,1694065839001
714,11,2,,click,navbar,1694065839876
715,9,7,Resume,click,comment,1694065845528
716,7,5,Resume,click,PDFTab,1694065845885
717,5,7,Transcripts,change_PDF_page,PDF,1694065848193
718,7,5,Resume,click,comment,1694065851906
719,5,7,Transcripts,click,rating,1694065854211
720,5,7,Transcripts,click,rating,1694065856944
721,5,7,Transcripts,click,rating,1694065858068
722,10,4,Transcripts,click,comment,1694065859409
724,5,7,Transcripts,click,comment,1694065859832
725,5,10,PS,enter,individual_view,1694065862987
726,10,4,Transcripts,click,rating,1694065864405
727,10,8,PS,enter,individual_view,1694065866000
728,5,10,PS,click,PDF,1694065866752
730,10,8,Resume,click,PDFTab,1694065871728
731,10,8,LOR1,click,PDFTab,1694065874196
732,9,7,Resume,click,comment,1694065877264
733,10,8,LOR2,click,PDFTab,1694065877156
734,7,5,LOR1,click,PDFTab,1694065877748
735,10,8,Transcripts,click,PDFTab,1694065879670
736,9,7,Resume,click,comment,1694065882205
737,6,7,Transcripts,click,rating,1694065887295
738,9,7,Resume,click,rating,1694065889761
739,6,7,Transcripts,click,rating,1694065891808
740,6,7,Transcripts,click,comment,1694065892834
741,10,8,Resume,click,PDFTab,1694065894836
742,10,8,Resume,click,comment,1694065898752
743,6,6,PS,enter,individual_view,1694065899127
744,6,7,PS,enter,individual_view,1694065904895
745,6,12,PS,enter,individual_view,1694065908688
746,9,7,Resume,click,rating,1694065909728
747,9,7,Resume,click,rating,1694065913895
748,6,6,PS,enter,individual_view,1694065912658
749,9,7,Resume,click,comment,1694065917650
750,5,10,PS,click,comment,1694065922906
751,6,6,PS,click,comment,1694065923640
753,10,8,Resume,click,comment,1694065928107
754,10,8,Resume,click,rating,1694065931196
755,7,5,LOR1,click,PDF,1694065931994
756,10,9,PS,enter,individual_view,1694065933214
757,7,5,LOR1,click,comment,1694065934820
758,7,5,LOR2,click,PDFTab,1694065938298
759,6,6,Resume,click,PDFTab,1694065940757
760,10,9,Resume,click,PDFTab,1694065942629
761,13,5,PS,enter,individual_view,1694065945469
762,13,5,PS,hidden,window,1694065946575
763,10,9,LOR1,click,PDFTab,1694065946700
764,10,9,LOR2,click,PDFTab,1694065948935
765,10,9,Transcripts,click,PDFTab,1694065950623
766,13,5,PS,visible,window,1694065952328
767,10,9,Transcripts,click,comment,1694065953151
768,6,6,Resume,click,comment,1694065956223
769,9,7,Resume,click,rating,1694065958787
770,7,5,LOR2,click,PDF,1694065962759
771,9,7,Resume,click,rating,1694065964047
772,6,6,LOR1,click,PDFTab,1694065963039
773,7,5,LOR2,click,comment,1694065965589
774,9,7,Resume,click,comment,1694065967437
775,9,7,Resume,click,comment,1694065972783
776,13,5,PS,click,comment,1694065977843
777,6,6,LOR2,click,PDFTab,1694065979737
778,10,9,Transcripts,click,comment,1694065981595
779,6,6,Transcripts,click,PDFTab,1694065985837
780,7,5,Transcripts,click,PDFTab,1694065988169
781,10,9,Transcripts,click,rating,1694065989096
782,10,1,PS,enter,individual_view,1694065991330
783,6,6,Transcripts,click,comment,1694065996868
784,10,1,Resume,click,PDFTab,1694065999095
785,7,5,Transcripts,change_PDF_page,PDF,1694065999355
786,7,5,Transcripts,change_PDF_page,PDF,1694066000218
787,10,1,LOR1,click,PDFTab,1694066004404
788,7,5,Transcripts,change_PDF_page,PDF,1694066007454
789,10,1,LOR2,click,PDFTab,1694066007726
790,7,5,Transcripts,click,comment,1694066009221
791,10,1,Transcripts,click,PDFTab,1694066009273
792,10,1,LOR2,click,PDFTab,1694066011261
793,10,1,LOR2,click,comment,1694066013198
794,12,9,PS,enter,individual_view,1694066014785
795,6,6,Transcripts,click,rating,1694066017841
796,6,6,Transcripts,click,rating,1694066019904
797,13,5,PS,click,comment,1694066022460
798,6,6,Transcripts,click,comment,1694066022713
799,13,5,PS,click,rating,1694066028159
800,7,5,Transcripts,click,rating,1694066027462
801,10,1,LOR2,click,comment,1694066028731
802,7,8,PS,enter,individual_view,1694066029948
803,6,1,PS,enter,individual_view,1694066030392
804,10,1,LOR2,click,rating,1694066031209
805,13,9,PS,enter,individual_view,1694066034668
806,10,7,PS,enter,individual_view,1694066034077
807,6,1,PS,hidden,window,1694066038557
808,13,5,PS,enter,individual_view,1694066040612
809,10,7,Resume,click,PDFTab,1694066048381
